"GeneID","Control_1","Control_2","Control_3","Riesgo_nut_1","Riesgo_nut_2","Riesgo_nut_3"
105374206,0,0,0,0,0,0
100616339,0,0,0,0,0,0
105377259,0,0,0,0,0,0
101928995,0,0,0,1,1,0
51734,2928,1618,1402,10647,5966,2946
219899,322,434,121,173,111,147
105378492,0,0,0,0,0,0
106635544,0,0,0,0,0,0
406924,0,0,0,0,0,0
8780,3378,1511,1127,1270,727,1015
7351,1141,2795,11122,1379,1716,6952
441476,1,1,5,0,1,7
2781,32,108,165,215,136,222
105377017,0,0,0,0,0,0
107986372,8,16,14,4,9,10
105374053,0,0,0,0,0,0
105370759,0,0,0,0,0,0
84225,16,6,22,28,16,13
100616498,0,0,0,0,0,1
79078,83,182,188,181,130,193
105376949,0,0,0,0,0,0
374920,2,9,96,9,9,22
100874131,0,6,0,0,0,0
54994,305,628,1165,413,333,786
4122,410,581,907,812,583,658
3240,157,46,23,1116,19,79
58499,1,5,6,5,4,5
105369929,0,0,0,0,0,0
100506731,0,0,0,0,0,0
102724507,0,0,0,0,0,0
150384,2,4,9,4,6,7
107984532,5,25,15,0,13,4
105370421,0,1,0,0,0,0
105374468,0,0,0,0,0,0
5092,58,112,54,150,64,102
23133,109,298,578,136,118,223
164091,66,65,169,52,39,124
92806,66,116,118,124,90,117
101930112,20,40,44,27,35,45
28730,0,0,4,0,0,1
105372773,0,0,0,0,0,0
105374843,1,1,2,0,2,0
11340,394,747,215,462,337,336
100874043,3,1,1,18,6,0
102723490,0,0,0,0,0,0
100874366,0,0,0,0,0,0
387082,10,7,2,8,2,3
5501,2188,4177,1303,2677,2085,2352
400891,0,0,1,0,0,3
338811,65,44,17,27,27,16
55337,598,672,1005,467,499,777
107984701,0,6,4,1,1,6
100505739,0,0,0,0,0,0
84300,128,176,164,227,154,161
105375785,156,127,166,557,378,232
284618,114,240,609,209,195,366
112267899,1,0,0,2,0,0
10492,1243,2588,936,1342,901,1347
105376625,0,0,0,0,0,0
80024,211,524,1240,347,364,569
10267,6,10,7,18,16,15
79071,53,126,34,14,35,35
105375686,0,0,0,0,0,0
6646,399,534,331,613,410,426
107984117,0,0,0,0,0,0
100507398,21,41,22,28,19,25
105373575,0,0,0,0,0,0
101928233,9,6,8,2,1,6
347127,0,0,0,0,0,0
10673,4659,1664,181,2626,1424,881
102723640,1,0,1,0,1,1
8187,49,143,60,70,47,70
100500819,0,0,0,0,0,0
8324,0,0,1,2,0,0
693158,9,9,4,1,1,0
107985981,0,1,0,0,0,0
100127967,25,97,164,29,17,137
105370087,0,0,2,0,0,0
109623451,0,1,0,2,3,2
29959,458,856,1749,800,730,1636
388323,3,6,4,0,0,3
4340,0,0,0,0,1,0
284958,4,38,3,21,6,5
105374923,1,1,3,2,1,2
161582,9,11,1,28,13,12
670,17,34,61,12,20,45
105372877,11,9,14,6,4,7
116328,0,0,0,0,0,0
102723381,1,0,0,0,0,0
105373511,31,65,84,44,34,47
5930,1574,2769,437,2060,1804,1942
105377245,0,0,0,0,0,0
4853,1328,1406,983,3366,1445,1411
23148,1,1,1,0,0,0
105374959,0,0,0,0,0,0
64115,2395,2827,7500,6871,4836,7633
80168,0,0,0,0,0,0
105376097,0,0,0,0,0,0
107986185,0,0,0,0,0,0
693144,0,0,0,0,0,0
6398,1308,1099,1845,2574,2182,1380
105371653,0,0,0,1,2,0
9659,94,264,493,152,195,205
100036563,0,0,0,0,0,0
105379412,1,0,0,0,2,0
105376671,0,0,0,1,1,0
105379271,2,0,2,1,0,1
101927640,0,0,0,0,0,0
650655,1,2,1,1,1,0
2863,0,1,0,0,0,1
645166,1,1,0,2,0,2
112267879,4,7,4,3,2,6
105379114,0,0,0,0,0,0
112267873,1,2,1,2,1,0
6731,1591,3589,876,1558,1202,1396
9900,5,4,49,7,10,17
105370855,0,0,0,0,0,0
144108,257,349,151,307,186,230
102465256,10,14,77,7,4,15
105375478,0,0,0,0,0,0
101927603,16,21,37,51,40,21
28673,36,103,261,15,53,83
101929908,0,0,1,0,0,1
63920,14,32,5,17,13,9
574407,4,15,36,5,16,11
9337,1290,2204,901,1301,771,1091
83639,2,6,2,4,0,0
105374197,0,1,0,0,0,0
2051,91,297,1398,144,139,519
105374737,0,0,0,0,0,0
102724827,25,69,64,79,41,51
5936,554,1213,1576,739,623,1214
100033423,0,0,1,0,0,0
54516,265,376,182,384,291,302
112267938,2,9,0,1,2,1
5649,0,0,1,0,0,0
374387,1,2,0,1,2,2
84443,5,12,33,1,11,14
389151,0,0,0,0,0,0
107985132,0,0,0,0,0,0
3614,467,645,1781,1591,1009,1199
107986263,0,0,0,0,0,0
102725082,2,5,8,4,11,9
105370332,0,0,0,0,0,0
105375258,0,0,0,0,0,0
79230,96,145,146,110,72,130
4536,31381,44201,32949,65903,67820,80172
101928264,0,0,0,0,0,1
126661,3,20,22,7,8,13
1745,0,0,1,0,0,0
107984338,41,49,109,50,50,69
105378369,0,0,0,0,0,0
101927720,4,9,1,3,3,9
107985647,0,0,0,0,0,0
29107,92,236,231,131,130,230
1643,166,321,543,185,204,460
100033422,0,0,0,0,0,0
105371629,0,1,0,0,1,1
102725228,34,30,14,65,17,34
286499,4,1,0,0,0,0
4681,3,22,10,2,3,7
102724642,11,18,23,26,15,18
105373024,77,120,321,134,85,146
64066,0,0,0,0,0,0
402665,0,0,0,0,0,0
257062,0,0,1,0,0,0
2687,3,4,4,2,7,23
126767,0,0,0,0,0,0
105370429,0,0,0,0,0,0
3064,99,293,1223,165,175,509
645321,0,0,0,0,0,0
112268020,0,0,0,0,0,0
105376142,0,0,0,0,0,0
5091,9,20,101,22,8,58
101929352,0,0,0,1,2,1
112268037,0,0,0,0,0,0
105375239,0,0,0,0,0,0
23140,152,325,1042,187,179,427
105377315,0,0,0,0,0,0
100996331,0,0,0,0,0,0
150681,0,0,0,0,0,0
100505501,34,82,73,26,22,61
105373302,10,16,4,6,4,7
54600,0,0,0,0,0,0
8362,13,27,13,20,35,31
101929592,0,0,0,0,0,1
64106,0,1,0,0,0,0
84221,29,76,223,37,34,115
115861,0,0,0,0,0,0
26517,227,417,457,428,258,391
100133251,0,0,1,1,0,1
285051,0,4,1,8,5,2
25970,156,407,1563,207,231,594
246269,28,72,15,43,19,31
125919,28,67,48,37,25,45
644717,0,0,0,0,0,0
23132,25,72,300,37,39,105
654502,0,0,0,0,0,0
5009,0,0,0,0,0,0
100033805,0,0,0,0,0,0
101929422,38,58,26,78,57,34
25806,0,0,0,0,0,0
51225,276,587,1254,349,294,706
105372991,7,1,5,2,5,8
767563,0,0,0,0,0,0
101927688,4,3,4,4,5,4
107984830,0,1,1,0,2,2
105375912,0,1,0,1,0,1
105374540,0,0,0,0,1,0
105379182,5,49,33,14,24,13
100189214,0,0,0,0,0,0
102466518,0,0,0,0,0,0
26258,674,1077,217,480,263,312
105372160,2,0,0,2,3,1
105378091,0,0,0,0,0,0
105375489,80,134,191,185,137,173
54543,1468,3488,149,2031,2277,2049
102724802,0,0,0,0,0,0
2185,1025,1837,4854,2264,1629,2306
101929350,0,0,0,0,0,0
112268038,0,1,0,0,0,0
100616436,0,1,1,1,1,1
23597,539,497,372,647,394,397
574478,0,0,0,0,0,0
5201,410,756,399,501,359,583
144766,0,0,0,0,0,0
259287,0,0,0,0,0,0
104169671,0,2,0,0,0,7
100616355,0,0,0,0,0,0
107985934,0,0,0,0,0,0
160622,11,74,161,33,30,50
7205,11,36,149,51,68,69
728978,0,0,0,0,2,0
285,5,9,15,8,26,24
105369797,0,0,0,0,0,0
110091768,8,16,28,4,9,8
105374736,0,9,0,3,3,1
112267936,2,2,3,1,0,2
100126303,0,0,0,0,0,0
107986350,0,2,0,2,2,1
55082,3243,7427,659,1915,942,1030
100302220,0,0,0,0,0,0
105370515,0,1,0,0,0,0
107987087,0,0,0,0,0,0
23160,360,907,201,281,237,343
730100,0,0,0,0,0,0
100506498,0,0,0,0,0,0
5985,231,326,180,275,222,244
80833,353,535,1621,302,405,1025
107984942,1,0,0,0,1,1
26751,325,629,236,254,254,264
100874059,0,0,0,0,0,0
102723846,6,0,0,0,1,0
643414,0,0,0,0,0,0
105374914,0,0,0,0,0,0
107985571,0,0,1,0,1,0
101929173,0,0,0,0,0,0
107984905,0,5,3,1,2,0
9362,0,0,0,0,0,1
105374936,0,0,1,0,0,0
8723,420,649,62,345,169,262
105372525,0,0,0,0,0,0
374659,121,270,152,230,180,246
9372,9,35,63,13,45,49
105371933,1,2,4,1,4,1
283948,13,39,67,31,16,48
494324,0,0,0,0,0,0
7231,0,0,0,0,0,0
10458,26,42,112,51,33,83
2592,148,338,694,177,178,427
105373795,0,4,0,2,0,1
100874172,0,0,0,0,0,0
4600,2058,1039,2581,1904,1574,1321
729873,18,37,70,37,37,34
286530,300,906,2186,437,613,1234
9355,0,0,0,0,1,0
102723899,0,0,0,0,1,0
22836,86,122,24,25,18,41
55885,0,0,0,0,0,0
10919,71,235,1014,94,139,435
10951,289,582,523,573,401,516
644943,0,0,0,0,0,0
51009,603,1080,522,1001,739,681
107985120,3,21,18,1,2,8
109703458,63,120,71,95,79,120
28387,74,392,76,62,75,69
256227,5,20,5,6,15,20
105377420,0,0,0,0,0,0
26790,83,201,56,123,81,102
11145,87,68,65,75,84,96
100302263,0,0,0,0,0,0
767598,0,0,0,0,0,0
401135,0,1,0,0,0,0
647219,0,1,1,0,0,0
157922,77,158,187,118,61,123
103106903,0,0,0,0,0,0
29896,1062,2318,751,855,495,807
619569,9,11,6,8,8,8
79712,222,408,118,403,269,297
101927145,0,0,0,0,0,0
101929617,0,0,0,0,0,0
9645,229,217,926,283,214,304
125228,86,195,62,73,72,75
83955,4,6,1,5,4,4
5239,4,7,7,10,4,5
6294,244,475,2325,346,261,632
28552,0,0,0,0,1,0
5032,100,181,328,161,166,263
100506272,0,0,0,0,0,0
1462,4059,3472,787,16872,2727,3111
2960,226,404,85,117,76,125
107986473,0,0,0,0,0,0
5495,566,965,144,500,336,429
102723730,0,0,0,0,0,0
100422999,0,0,0,0,0,0
57463,73,186,442,61,67,247
728130,10,15,46,14,10,25
4619,0,0,0,0,0,0
8809,206,258,61,190,59,57
107985536,0,0,0,0,2,0
93611,186,436,655,294,325,645
101929343,0,0,0,0,0,0
7464,53,80,146,88,62,125
5276,15,6,1,6,2,8
7175,1159,1881,1355,1244,858,1554
149478,2,2,22,3,2,5
107984109,0,0,0,0,2,0
105374094,0,0,0,0,0,0
677803,1,1,2,1,0,0
109864271,13731,31078,125298,16758,22350,14662
100033817,0,0,0,0,0,0
6712,0,6,39,4,1,8
100616357,0,0,0,0,0,0
102723461,0,0,0,0,0,1
118432,0,0,0,0,0,0
107986782,0,0,0,0,0,0
728621,87,130,75,99,75,94
147686,43,87,69,46,56,60
139599,0,0,0,0,0,0
105369734,3,3,1,1,1,0
125997,0,0,0,0,0,0
154467,129,264,167,254,280,210
105377509,0,0,0,0,0,0
105371777,7,8,2,44,30,15
23179,38,30,26,69,13,18
3543,3,4,0,1,1,5
107984208,2,7,3,1,1,2
100996746,6,11,23,7,5,14
105370456,2,0,0,0,0,0
10846,0,0,0,0,0,0
693141,0,0,0,0,0,0
100874039,1,0,0,1,0,1
4570,3119,3919,770,5649,4683,3234
3172,0,0,0,0,0,0
26338,0,0,0,0,0,0
101928663,4,1,0,0,2,0
140890,796,1736,188,1101,1134,1324
6718,0,0,0,0,0,0
81127,0,0,0,0,0,0
101929373,0,0,0,0,0,0
374403,1665,4162,6624,2395,2823,4795
105376725,4,2,1,18,13,12
347732,4,17,17,7,4,7
101927039,2,1,1,3,0,4
93622,178,686,310,222,140,259
105379461,19,32,7,3,3,12
100507064,0,0,0,0,0,0
645030,0,0,0,0,0,0
6814,815,972,211,776,334,425
113278,0,0,0,0,0,0
100847079,36,70,153,50,67,112
100506787,0,0,2,0,1,0
60489,924,1991,1069,552,896,1510
100302278,0,1,0,0,0,1
338391,49,21,12,94,61,12
101929691,3,0,2,2,2,2
90050,0,0,0,0,0,0
257240,7,5,10,5,9,9
101929467,0,0,0,0,0,0
129521,0,0,0,0,0,0
105369333,0,0,0,0,0,0
107986908,0,0,0,0,0,0
107986447,0,0,0,0,0,0
100129196,17,70,54,19,26,48
105379030,0,0,0,0,0,0
105371671,0,0,0,0,0,0
81931,125,309,44,181,167,135
105374476,1,2,1,4,9,9
105370671,0,0,0,0,0,0
102465513,2,9,95,3,2,22
5146,9,28,20,8,10,16
404201,7,9,0,20,6,3
105370734,0,0,0,0,0,0
57291,251,591,282,356,415,444
23028,206,438,935,255,267,634
105379385,0,0,0,0,0,0
105370534,0,0,0,0,0,0
81929,237,642,303,272,206,264
693216,4,13,47,6,11,9
5831,11,25,50,20,24,30
54812,1011,1379,404,1584,1082,1144
102724379,0,0,0,0,0,0
109616985,0,0,0,0,0,0
11086,0,0,0,0,0,1
25763,0,0,0,0,0,0
55173,418,829,290,586,357,415
157680,278,498,297,350,228,277
79956,157,344,150,205,148,207
4094,368,579,138,417,221,239
6434,1564,3286,1080,1930,1299,1754
23208,123,251,228,136,147,187
5305,2639,2213,2464,2103,1504,2817
8934,575,1226,790,651,616,899
105373081,0,0,0,0,0,0
339855,16,12,25,14,26,20
105369504,0,0,0,0,0,0
54477,20,79,15,11,11,25
105369607,0,0,0,0,0,0
93323,57,92,164,81,66,127
25841,15,21,36,6,7,15
105371470,1,20,4,2,4,4
353288,0,0,1,0,0,0
7293,48,54,98,41,50,43
100422860,2,2,5,0,0,0
91522,0,1,5,2,0,2
554236,2,0,0,0,0,0
5530,810,1391,296,1755,1142,943
51440,30,67,165,19,25,55
105374071,220,99,136,125,206,97
10044,262,467,1837,512,390,813
101927388,0,0,0,0,0,0
440354,161,267,124,190,116,180
105377697,0,0,0,0,0,0
105374408,0,0,0,0,0,0
6902,645,1170,133,844,616,753
51228,369,707,521,1081,601,706
101929798,1,1,0,0,0,0
729396,0,0,0,0,0,0
254428,40,119,411,32,42,142
498,1384,4166,5743,2589,2113,4324
140834,1,0,0,0,1,1
105372937,0,0,0,0,0,0
220164,12,33,9,13,19,20
105375144,0,0,0,0,0,2
55080,448,904,935,510,579,1163
28704,0,0,0,0,0,0
100134040,0,0,0,0,0,0
79664,569,1404,287,517,318,454
2342,51,51,177,63,60,106
107987068,0,2,0,0,0,0
105376996,0,0,0,0,0,0
440292,0,0,0,0,0,1
5313,1,2,3,7,4,6
119587,0,0,0,0,0,1
101669767,0,0,0,0,0,0
105379167,0,0,0,0,0,0
6016,651,783,210,1373,488,490
101928731,0,1,0,1,2,5
80316,0,0,0,0,0,0
28674,26,93,280,11,22,86
4644,317,412,209,591,285,341
101928880,0,1,0,1,0,0
113839521,0,0,0,0,0,0
127068,0,0,0,0,1,0
107984543,0,3,1,0,7,3
28926,1,2,8,0,2,5
91300,4457,3174,12566,5292,4356,6197
3823,100,255,28,61,100,177
102724520,0,0,0,0,0,0
2035,737,1150,3754,667,690,1839
105372248,0,0,0,0,0,0
102466205,0,0,0,0,0,0
112609,0,1,1,2,0,0
250,0,1,0,0,0,0
105374636,11,17,4,3,16,13
100131176,17,89,48,13,24,27
740,249,476,783,264,264,578
101927183,0,0,0,0,0,0
105376325,0,0,0,1,0,0
728752,2,14,17,5,6,9
107984240,0,0,0,0,0,0
100509894,0,1,1,2,2,1
102723963,0,0,0,0,0,0
9542,1,0,1,0,1,1
79050,45,108,322,47,74,194
107985676,0,1,0,0,0,0
2934,291,278,1110,634,316,947
104472848,8,13,9,11,8,4
51013,362,658,298,629,450,525
26580,61,135,274,168,116,279
101929976,0,0,0,0,0,0
7376,445,652,1649,610,474,918
105375888,0,0,0,0,0,0
83941,185,400,101,218,91,141
7480,7,29,69,19,43,79
54682,142,103,83,432,158,137
105372504,0,0,0,0,0,0
728755,0,0,0,0,0,0
7849,1,10,23,27,11,67
9567,288,659,2904,363,392,962
107985669,0,0,0,0,0,0
2797,1,5,9,1,3,11
105378329,0,2,0,0,2,0
100463487,0,1,0,0,2,1
173,0,0,0,0,0,0
57136,675,852,1244,2095,1148,1361
54665,543,1266,254,490,373,481
121340,0,0,1,0,0,0
100996570,0,1,0,1,0,0
55805,33,127,24,33,75,65
107985124,38,23,5,77,28,17
105374249,3,21,7,8,4,4
8572,0,0,1,0,0,0
81557,12,25,89,13,23,30
107984037,0,2,0,0,0,2
102723624,0,0,0,0,0,0
317761,0,0,0,0,0,0
107985092,0,0,0,0,0,0
107985698,0,0,0,0,0,0
102724397,11,10,10,19,8,64
2003,0,1,0,0,0,2
101928298,0,0,0,0,0,0
6194,22174,56831,15865,32853,34783,46286
9586,1085,668,168,3341,1059,408
80124,1030,1358,192,817,476,469
105372859,10,17,41,20,16,24
2701,1,5,4,0,0,7
107986610,0,0,0,0,0,0
105374620,0,0,0,0,0,0
79944,18,48,18,21,14,26
105370412,0,0,2,0,0,1
219931,64,104,286,145,93,166
91703,2,8,18,7,10,18
128178,8,7,13,7,4,21
107986480,0,0,0,0,0,0
109616971,0,1,0,0,0,0
105372096,0,0,0,0,0,0
105377565,0,0,0,0,0,0
100505692,0,0,1,1,1,2
107984716,0,0,0,0,0,0
643036,2,1,0,27,16,3
7379,1,2,9,1,2,2
55144,542,942,477,691,397,703
105372630,0,0,0,1,1,0
285877,0,0,0,0,0,0
1844,61,212,186,48,70,182
101929188,2,5,5,4,8,2
105377364,0,0,0,0,0,0
100289656,1,0,0,0,1,1
148823,52,38,16,40,4,32
105376015,0,0,0,0,0,0
105377144,0,4,3,1,0,0
4922,0,0,0,0,0,0
693228,0,0,2,0,0,0
105373874,0,0,0,0,0,0
257202,0,0,0,0,0,0
56893,86,254,646,139,162,361
154796,40,71,36,33,31,28
79823,47,108,74,86,78,122
105374943,0,3,6,2,1,3
10783,79,80,122,140,67,85
23074,349,364,83,488,210,214
105369402,1,1,0,54,36,0
3036,1,0,0,3,9,3
337878,0,0,0,0,0,0
26747,34,96,72,46,43,74
494330,0,0,0,0,0,0
64216,123,324,87,90,71,78
100128340,10,2,53,8,17,9
151354,0,0,0,0,0,0
28743,0,21,53,0,11,2
93010,13,69,70,8,24,53
102724428,22,84,111,15,19,36
105377530,0,0,0,0,0,0
3073,289,801,1130,402,341,770
107985542,1,97,21,24,35,23
64689,171,346,460,276,142,306
1004,0,0,1,1,0,1
109623480,0,0,0,0,0,0
105378616,3,5,3,3,2,4
51642,326,663,145,517,425,418
100313840,0,0,0,0,0,0
105369923,0,0,0,1,0,1
101928659,2,9,7,15,3,3
105372726,2,2,11,1,4,7
4800,266,518,274,290,176,266
112268219,10,28,142,10,19,42
100189072,0,0,0,0,0,0
90326,111,236,430,224,172,320
3784,117,239,578,225,127,306
8435,0,4,15,4,2,3
57647,56,119,656,59,86,240
93664,0,1,0,1,0,0
29761,879,1123,332,666,342,532
105371267,0,0,1,0,0,0
100885798,0,0,0,0,0,0
105372641,0,0,0,0,0,0
101928000,27,48,24,73,54,55
102724355,0,0,0,0,0,0
100526832,6,15,8,6,4,7
105373162,0,0,0,0,0,0
161725,30,95,43,18,16,28
23300,401,821,396,456,328,638
101929894,3,7,15,8,9,8
157848,0,0,22,4,0,8
107984012,0,0,0,0,0,0
100189105,0,0,0,0,0,0
11316,708,1042,2543,1374,1153,1733
105378676,0,0,0,0,0,0
26832,0,0,0,0,0,0
7597,300,724,430,262,220,346
100125556,2,6,12,2,1,13
340485,60,56,35,76,29,76
619518,12,9,38,19,34,26
54715,0,0,1,0,1,0
105377016,11,18,20,12,30,29
23567,117,192,339,134,112,245
2779,0,0,0,0,0,0
8241,130,366,1445,222,212,663
10528,362,890,2112,597,732,1457
30818,1,0,1,0,0,0
105372785,0,0,0,0,0,1
107986893,0,0,0,0,0,0
79658,20,55,106,12,21,68
727944,0,0,0,0,0,0
105378225,0,0,0,0,0,0
79177,79,130,119,116,87,130
107986260,0,0,1,0,1,1
2596,0,0,0,0,0,1
102465867,0,0,0,0,0,0
105378766,0,3,0,2,0,0
105375549,2,2,3,7,15,18
10244,148,268,272,224,193,248
81025,2,2,0,2,2,1
10847,161,387,1910,230,229,593
157855,0,0,0,0,0,0
286514,0,0,0,0,0,0
163115,34,75,8,8,18,14
109623483,0,0,0,0,1,0
6836,337,1009,1860,575,522,1176
100500810,1,3,5,0,1,4
5695,609,1038,689,1033,757,998
65217,0,0,0,0,0,0
100132146,0,0,0,0,0,0
100506775,7,5,6,7,10,10
3626,0,1,2,0,1,0
378881,0,0,0,0,0,0
29098,64,179,218,88,114,193
8106,348,777,1174,578,552,960
80004,212,518,694,468,641,932
100289150,0,0,0,0,0,0
1208,0,0,0,0,0,0
6382,1,7,7,2,7,12
4092,31,94,123,23,8,44
406963,0,0,0,0,0,0
100133205,0,0,0,0,0,0
122809,419,776,125,303,166,179
105378601,0,0,0,0,0,0
107986394,0,0,0,0,0,0
125893,186,346,41,161,113,146
105374230,0,0,0,0,0,0
107987057,33,25,31,76,32,25
10877,0,0,0,0,0,0
5527,2007,3429,1471,1871,1443,1993
107987285,7,7,28,12,2,6
105378504,0,0,0,0,0,0
64708,122,370,730,181,162,455
2248,0,0,0,0,0,0
105377982,0,0,0,0,0,0
83872,4,1,0,1,1,0
15,8,11,51,6,10,16
105371798,0,0,0,0,0,0
100126326,0,0,0,0,0,0
105371654,0,0,0,0,0,0
105374367,0,0,0,0,0,0
51119,350,862,230,264,185,310
9923,89,285,858,102,120,282
105373730,1,15,6,4,0,1
284788,0,0,0,0,0,0
2738,38,109,378,98,108,165
3087,665,1038,441,755,381,545
105377816,0,0,0,0,0,0
105379376,0,0,0,0,0,0
80820,63,113,213,171,131,175
105378874,0,0,0,0,0,0
102723582,9,14,4,11,20,12
102724452,0,0,0,0,0,0
100101148,2,17,41,3,4,20
107985965,0,1,0,0,0,0
147381,0,0,0,0,0,0
105375347,0,0,0,0,3,2
6235,5792,11430,1201,7378,7664,7465
163071,1,4,4,5,3,2
148046,4,14,27,2,7,14
109617023,0,1,2,0,1,1
112268436,0,0,0,0,0,0
105371059,10,28,31,7,4,18
105370706,0,0,0,0,1,0
6459,1,1,3,1,2,1
105371763,31,76,29,38,28,51
10672,2748,3926,704,2900,1512,1603
55034,1,2,1,2,4,2
391211,0,0,0,0,0,0
55154,92,203,312,93,132,238
107986874,28,38,1,99,99,112
100616474,0,1,3,0,0,1
107985895,4,0,0,2,2,0
100422908,0,0,0,0,0,0
105370953,1,0,1,0,1,1
100874159,11,16,2,1,2,1
114841035,62,136,168,139,156,194
112268196,366,871,2018,574,512,855
105379453,0,0,0,0,0,0
8905,1956,2812,304,1831,725,1157
402573,12,10,21,23,24,13
283212,8,3,24,10,2,22
390037,0,0,0,0,0,0
729348,0,0,0,0,0,0
5394,268,559,1371,261,277,869
107987000,1,1,0,0,0,0
100874115,1,0,0,0,0,1
101929701,0,0,0,0,0,0
103695365,0,0,0,0,0,0
105374289,0,0,0,0,1,1
116115,45,124,276,58,59,162
107984501,0,0,0,0,0,0
100847059,0,0,0,3,3,3
643136,102,196,49,84,50,65
105372035,0,0,0,0,0,0
105369879,0,0,0,0,0,0
8793,95,125,137,168,84,138
442898,4,12,6,4,7,13
107986631,3,5,2,1,3,2
79989,37,21,18,10,8,16
107986253,0,0,2,0,0,0
653820,10,18,5,19,12,10
112267992,5,1,4,2,4,7
102465993,70,95,1438,117,94,425
107986193,0,0,0,0,0,0
643904,1,4,3,1,1,2
1046,0,0,0,0,0,0
105371102,10,4,1,4,13,4
23295,78,189,997,144,97,268
100126338,1,2,15,1,1,4
51294,12,31,54,16,34,37
55266,276,709,366,302,388,373
440829,50,105,273,134,109,204
105373771,0,0,0,0,0,0
113510,277,515,152,201,183,257
10127,273,561,819,387,298,550
84705,23,100,236,31,27,92
4635,2111,580,1511,1067,976,843
284100,2,1,0,0,2,0
114788,0,0,0,0,0,0
64773,181,441,898,364,467,768
100874392,1,1,0,0,2,1
80128,14,21,98,8,17,30
9366,0,0,0,0,0,0
84623,8,8,21,1,0,8
105369618,0,0,0,0,0,0
29893,112,144,129,223,151,177
100616373,0,0,0,0,0,0
285696,3,2,1,20,5,1
54492,3,4,6,4,1,2
104533120,0,0,0,0,0,0
103695435,0,0,0,0,0,0
7443,218,494,128,298,282,316
3354,0,0,0,0,0,0
100505782,0,0,0,0,0,0
101929380,0,0,0,0,0,1
284412,1,3,4,6,4,3
100422964,0,0,0,0,0,0
105379562,0,0,0,0,0,0
677826,5,7,5,18,10,17
2867,2137,721,893,3171,2663,896
374860,0,0,0,1,0,0
677829,0,0,0,0,0,0
105375919,3,6,0,14,46,22
283025,0,0,0,0,0,0
105370995,0,0,0,0,0,0
22890,670,1486,229,408,277,411
100505549,136,300,79,281,375,331
100616239,0,0,0,0,0,0
284827,0,0,0,0,0,0
105378367,0,0,0,3,0,1
83740,1,1,3,6,4,3
107985302,2,5,16,3,3,9
55893,140,331,560,190,222,376
158228,1,0,0,1,0,0
255252,218,299,297,325,159,219
105373520,0,0,0,0,0,0
107986545,0,1,0,0,1,0
79176,146,288,288,348,269,364
105374696,0,0,0,0,0,0
83416,280,931,1240,367,528,373
100313774,0,0,0,0,0,0
4821,0,0,0,0,0,0
84833,299,360,115,528,300,285
